code,province,date,avg_relative_humidity
254,Jeollabuk-do,2020-06-23,63.9
255,Gyeongsangnam-do,2020-06-23,69.5
257,Gyeongsangnam-do,2020-06-23,65.9
258,Jeollanam-do,2020-06-23,77.9
259,Jeollanam-do,2020-06-23,71.3
260,Jeollanam-do,2020-06-23,72.9
261,Jeollanam-do,2020-06-23,74.1
262,Jeollanam-do,2020-06-23,75.4
263,Gyeongsangnam-do,2020-06-23,65.9
264,Gyeongsangnam-do,2020-06-23,72
266,Jeollanam-do,2020-06-23,61
268,Jeollanam-do,2020-06-23,74.6
271,Gyeongsangbuk-do,2020-06-23,60.8
272,Gyeongsangbuk-do,2020-06-23,65.8
273,Gyeongsangbuk-do,2020-06-23,72.3
276,Gyeongsangbuk-do,2020-06-23,71.1
277,Gyeongsangbuk-do,2020-06-23,77.9
278,Gyeongsangbuk-do,2020-06-23,65.5
279,Gyeongsangbuk-do,2020-06-23,67.3
281,Gyeongsangbuk-do,2020-06-23,65.1
283,Gyeongsangbuk-do,2020-06-23,67.1
284,Gyeongsangnam-do,2020-06-23,72.9
285,Gyeongsangnam-do,2020-06-23,72.3
288,Gyeongsangnam-do,2020-06-23,61.4
289,Gyeongsangnam-do,2020-06-23,67.8
294,Gyeongsangnam-do,2020-06-23,74.5
295,Gyeongsangnam-do,2020-06-23,71.1
90,Gangwon-do,2020-06-24,95.3
93,Gangwon-do,2020-06-24,90.1
95,Gangwon-do,2020-06-24,98.9
98,Gyeonggi-do,2020-06-24,90.5
99,Gyeonggi-do,2020-06-24,96.9
100,Gangwon-do,2020-06-24,95.8
101,Gangwon-do,2020-06-24,86.3
102,Incheon,2020-06-24,100
104,Gangwon-do,2020-06-24,91.8
105,Gangwon-do,2020-06-24,88.8
106,Gangwon-do,2020-06-24,93.3
108,Seoul,2020-06-24,83.5
112,Incheon,2020-06-24,88.5
114,Gangwon-do,2020-06-24,64.5
115,Gyeongsangbuk-do,2020-06-24,88
119,Gyeonggi-do,2020-06-24,85.1
121,Gangwon-do,2020-06-24,67.6
127,Chungcheongbuk-do,2020-06-24,74
129,Chungcheongnam-do,2020-06-24,80.1
130,Gyeongsangbuk-do,2020-06-24,92.3
131,Chungcheongbuk-do,2020-06-24,71.9
133,Daejeon,2020-06-24,84
135,Chungcheongbuk-do,2020-06-24,77
136,Gyeongsangbuk-do,2020-06-24,75.8
137,Gyeongsangbuk-do,2020-06-24,85.6
138,Gyeongsangbuk-do,2020-06-24,90.1
140,Jeollabuk-do,2020-06-24,80.5
143,Daegu,2020-06-24,75.4
146,Jeollabuk-do,2020-06-24,72.4
152,Ulsan,2020-06-24,85.4
155,Gyeongsangnam-do,2020-06-24,82.9
156,Gwangju,2020-06-24,88.9
159,Busan,2020-06-24,80.8
162,Gyeongsangnam-do,2020-06-24,87.3
165,Jeollanam-do,2020-06-24,91.4
168,Jeollanam-do,2020-06-24,92.8
169,Jeollanam-do,2020-06-24,98
170,Jeollanam-do,2020-06-24,93.8
172,Jeollabuk-do,2020-06-24,85.1
174,Jeollanam-do,2020-06-24,90.9
177,Chungcheongnam-do,2020-06-24,80.4
184,Jeju-do,2020-06-24,83.1
185,Jeju-do,2020-06-24,98.3
188,Jeju-do,2020-06-24,93
189,Jeju-do,2020-06-24,98.1
192,Gyeongsangnam-do,2020-06-24,92.8
201,Incheon,2020-06-24,95.5
202,Gyeonggi-do,2020-06-24,88.3
203,Gyeonggi-do,2020-06-24,91.6
211,Gangwon-do,2020-06-24,86.1
212,Gangwon-do,2020-06-24,86.8
216,Gangwon-do,2020-06-24,74
217,Gangwon-do,2020-06-24,84.6
221,Chungcheongbuk-do,2020-06-24,81.8
226,Chungcheongbuk-do,2020-06-24,76.6
232,Chungcheongnam-do,2020-06-24,88.4
235,Chungcheongnam-do,2020-06-24,74.5
236,Chungcheongnam-do,2020-06-24,82.1
238,Chungcheongnam-do,2020-06-24,83.1
239,Sejong,2020-06-24,79.1
243,Chungcheongnam-do,2020-06-24,82.5
244,Jeollabuk-do,2020-06-24,84.8
245,Jeollabuk-do,2020-06-24,74.5
247,Jeollabuk-do,2020-06-24,80.8
248,Jeollabuk-do,2020-06-24,85.1
251,Jeollabuk-do,2020-06-24,79.1
252,Jeollanam-do,2020-06-24,87
253,Gyeongsangnam-do,2020-06-24,82.9
254,Jeollabuk-do,2020-06-24,82.3
255,Gyeongsangnam-do,2020-06-24,87.1
257,Gyeongsangnam-do,2020-06-24,80.3
258,Jeollanam-do,2020-06-24,92.3
259,Jeollanam-do,2020-06-24,85.4
260,Jeollanam-do,2020-06-24,88.8
261,Jeollanam-do,2020-06-24,91.3
262,Jeollanam-do,2020-06-24,94.1
263,Gyeongsangnam-do,2020-06-24,86.1
264,Gyeongsangnam-do,2020-06-24,88.3
266,Jeollanam-do,2020-06-24,83.6
268,Jeollanam-do,2020-06-24,92.8
271,Gyeongsangbuk-do,2020-06-24,80.9
272,Gyeongsangbuk-do,2020-06-24,81.1
273,Gyeongsangbuk-do,2020-06-24,85.1
276,Gyeongsangbuk-do,2020-06-24,91.6
277,Gyeongsangbuk-do,2020-06-24,90.4
278,Gyeongsangbuk-do,2020-06-24,81.9
279,Gyeongsangbuk-do,2020-06-24,88.5
281,Gyeongsangbuk-do,2020-06-24,84.5
283,Gyeongsangbuk-do,2020-06-24,83.8
284,Gyeongsangnam-do,2020-06-24,90
285,Gyeongsangnam-do,2020-06-24,93.4
288,Gyeongsangnam-do,2020-06-24,79.3
289,Gyeongsangnam-do,2020-06-24,87.1
294,Gyeongsangnam-do,2020-06-24,87.1
295,Gyeongsangnam-do,2020-06-24,90.6
90,Gangwon-do,2020-06-25,92.6
93,Gangwon-do,2020-06-25,96.8
95,Gangwon-do,2020-06-25,100
98,Gyeonggi-do,2020-06-25,97.9
99,Gyeonggi-do,2020-06-25,97.6
100,Gangwon-do,2020-06-25,94.1
101,Gangwon-do,2020-06-25,91.4
102,Incheon,2020-06-25,100
104,Gangwon-do,2020-06-25,91.3
105,Gangwon-do,2020-06-25,90.4
106,Gangwon-do,2020-06-25,89.8
108,Seoul,2020-06-25,91
112,Incheon,2020-06-25,97.1
114,Gangwon-do,2020-06-25,77.1
115,Gyeongsangbuk-do,2020-06-25,98.8
119,Gyeonggi-do,2020-06-25,94.3
121,Gangwon-do,2020-06-25,94.1
127,Chungcheongbuk-do,2020-06-25,90.3
129,Chungcheongnam-do,2020-06-25,93.8
130,Gyeongsangbuk-do,2020-06-25,92.6
131,Chungcheongbuk-do,2020-06-25,85.3
133,Daejeon,2020-06-25,91.8
135,Chungcheongbuk-do,2020-06-25,89.1
136,Gyeongsangbuk-do,2020-06-25,91
137,Gyeongsangbuk-do,2020-06-25,95.6
138,Gyeongsangbuk-do,2020-06-25,87.3
140,Jeollabuk-do,2020-06-25,88.1
143,Daegu,2020-06-25,86.1
146,Jeollabuk-do,2020-06-25,83.4
152,Ulsan,2020-06-25,96.5
155,Gyeongsangnam-do,2020-06-25,92.8
156,Gwangju,2020-06-25,94.5
159,Busan,2020-06-25,96.4
162,Gyeongsangnam-do,2020-06-25,99.6
165,Jeollanam-do,2020-06-25,89.5
168,Jeollanam-do,2020-06-25,99.4
169,Jeollanam-do,2020-06-25,91.9
170,Jeollanam-do,2020-06-25,91.9
172,Jeollabuk-do,2020-06-25,89.5
174,Jeollanam-do,2020-06-25,97.5
177,Chungcheongnam-do,2020-06-25,91.5
184,Jeju-do,2020-06-25,93.3
185,Jeju-do,2020-06-25,100
188,Jeju-do,2020-06-25,94.5
189,Jeju-do,2020-06-25,98.6
192,Gyeongsangnam-do,2020-06-25,94.9
201,Incheon,2020-06-25,95.9
202,Gyeonggi-do,2020-06-25,92.6
203,Gyeonggi-do,2020-06-25,95.5
211,Gangwon-do,2020-06-25,93.3
212,Gangwon-do,2020-06-25,91.6
216,Gangwon-do,2020-06-25,88.9
217,Gangwon-do,2020-06-25,94
221,Chungcheongbuk-do,2020-06-25,94.6
226,Chungcheongbuk-do,2020-06-25,87
232,Chungcheongnam-do,2020-06-25,91.4
235,Chungcheongnam-do,2020-06-25,93.3
236,Chungcheongnam-do,2020-06-25,88.9
238,Chungcheongnam-do,2020-06-25,91.4
239,Sejong,2020-06-25,88
243,Chungcheongnam-do,2020-06-25,88.1
244,Jeollabuk-do,2020-06-25,95.1
245,Jeollabuk-do,2020-06-25,82.8
247,Jeollabuk-do,2020-06-25,91.4
248,Jeollabuk-do,2020-06-25,93.9
251,Jeollabuk-do,2020-06-25,87.3
252,Jeollanam-do,2020-06-25,86.3
253,Gyeongsangnam-do,2020-06-25,98.6
254,Jeollabuk-do,2020-06-25,86.6
255,Gyeongsangnam-do,2020-06-25,97.8
257,Gyeongsangnam-do,2020-06-25,97.1
258,Jeollanam-do,2020-06-25,92.9
259,Jeollanam-do,2020-06-25,86.9
260,Jeollanam-do,2020-06-25,90
262,Jeollanam-do,2020-06-25,95.4
263,Gyeongsangnam-do,2020-06-25,89
264,Gyeongsangnam-do,2020-06-25,82.8
266,Jeollanam-do,2020-06-25,91.1
268,Jeollanam-do,2020-06-25,90.5
271,Gyeongsangbuk-do,2020-06-25,94
272,Gyeongsangbuk-do,2020-06-25,95.4
273,Gyeongsangbuk-do,2020-06-25,96.4
276,Gyeongsangbuk-do,2020-06-25,96.5
277,Gyeongsangbuk-do,2020-06-25,92.4
278,Gyeongsangbuk-do,2020-06-25,91.4
279,Gyeongsangbuk-do,2020-06-25,99
281,Gyeongsangbuk-do,2020-06-25,89
283,Gyeongsangbuk-do,2020-06-25,89.8
284,Gyeongsangnam-do,2020-06-25,85.9
285,Gyeongsangnam-do,2020-06-25,92.4
288,Gyeongsangnam-do,2020-06-25,90.8
289,Gyeongsangnam-do,2020-06-25,90.8
294,Gyeongsangnam-do,2020-06-25,94
295,Gyeongsangnam-do,2020-06-25,92.1
90,Gangwon-do,2020-06-26,68.6
93,Gangwon-do,2020-06-26,85.1
95,Gangwon-do,2020-06-26,96.3
98,Gyeonggi-do,2020-06-26,89.8
99,Gyeonggi-do,2020-06-26,88
100,Gangwon-do,2020-06-26,86.1
101,Gangwon-do,2020-06-26,75.6
102,Incheon,2020-06-26,92.5
104,Gangwon-do,2020-06-26,66.6
105,Gangwon-do,2020-06-26,65.8
106,Gangwon-do,2020-06-26,64.8
108,Seoul,2020-06-26,82.1
112,Incheon,2020-06-26,89
114,Gangwon-do,2020-06-26,72.4
115,Gyeongsangbuk-do,2020-06-26,76.5
119,Gyeonggi-do,2020-06-26,85.8
121,Gangwon-do,2020-06-26,79
127,Chungcheongbuk-do,2020-06-26,79.3
129,Chungcheongnam-do,2020-06-26,81.5
130,Gyeongsangbuk-do,2020-06-26,64.8
131,Chungcheongbuk-do,2020-06-26,69.3
133,Daejeon,2020-06-26,81.5
135,Chungcheongbuk-do,2020-06-26,75.9
136,Gyeongsangbuk-do,2020-06-26,71.5
137,Gyeongsangbuk-do,2020-06-26,77.5
138,Gyeongsangbuk-do,2020-06-26,62.3
140,Jeollabuk-do,2020-06-26,83.4
143,Daegu,2020-06-26,60.3
146,Jeollabuk-do,2020-06-26,77.3
152,Ulsan,2020-06-26,75
155,Gyeongsangnam-do,2020-06-26,70.9
156,Gwangju,2020-06-26,80.4
159,Busan,2020-06-26,76.9
162,Gyeongsangnam-do,2020-06-26,77.6
165,Jeollanam-do,2020-06-26,83
168,Jeollanam-do,2020-06-26,80.1
169,Jeollanam-do,2020-06-26,88.3
170,Jeollanam-do,2020-06-26,80.8
172,Jeollabuk-do,2020-06-26,80.9
174,Jeollanam-do,2020-06-26,79.3
177,Chungcheongnam-do,2020-06-26,81
184,Jeju-do,2020-06-26,82
185,Jeju-do,2020-06-26,89.4
188,Jeju-do,2020-06-26,80.5
189,Jeju-do,2020-06-26,90.3
192,Gyeongsangnam-do,2020-06-26,76.4
201,Incheon,2020-06-26,93.4
202,Gyeonggi-do,2020-06-26,79.4
203,Gyeonggi-do,2020-06-26,86.8
211,Gangwon-do,2020-06-26,77.5
212,Gangwon-do,2020-06-26,79.9
216,Gangwon-do,2020-06-26,72.6
217,Gangwon-do,2020-06-26,83.9
221,Chungcheongbuk-do,2020-06-26,85.8
226,Chungcheongbuk-do,2020-06-26,75.9
232,Chungcheongnam-do,2020-06-26,81
235,Chungcheongnam-do,2020-06-26,86
236,Chungcheongnam-do,2020-06-26,80.4
238,Chungcheongnam-do,2020-06-26,78.8
239,Sejong,2020-06-26,74.8
243,Chungcheongnam-do,2020-06-26,82.3
244,Jeollabuk-do,2020-06-26,85.4
245,Jeollabuk-do,2020-06-26,76.5
247,Jeollabuk-do,2020-06-26,82.1
248,Jeollabuk-do,2020-06-26,86.3
251,Jeollabuk-do,2020-06-26,79
252,Jeollanam-do,2020-06-26,78.9
253,Gyeongsangnam-do,2020-06-26,76.4
254,Jeollabuk-do,2020-06-26,81
255,Gyeongsangnam-do,2020-06-26,76.6
257,Gyeongsangnam-do,2020-06-26,73.8
258,Jeollanam-do,2020-06-26,76.3
259,Jeollanam-do,2020-06-26,74.4
260,Jeollanam-do,2020-06-26,77.1
262,Jeollanam-do,2020-06-26,78.6
263,Gyeongsangnam-do,2020-06-26,68.3
264,Gyeongsangnam-do,2020-06-26,70.5
266,Jeollanam-do,2020-06-26,69.5
268,Jeollanam-do,2020-06-26,83.5
271,Gyeongsangbuk-do,2020-06-26,81.8
272,Gyeongsangbuk-do,2020-06-26,79.5
273,Gyeongsangbuk-do,2020-06-26,78.8
276,Gyeongsangbuk-do,2020-06-26,83.9
277,Gyeongsangbuk-do,2020-06-26,67
278,Gyeongsangbuk-do,2020-06-26,76.6
279,Gyeongsangbuk-do,2020-06-26,82.1
281,Gyeongsangbuk-do,2020-06-26,69.5
283,Gyeongsangbuk-do,2020-06-26,71.4
284,Gyeongsangnam-do,2020-06-26,72.8
285,Gyeongsangnam-do,2020-06-26,73.5
288,Gyeongsangnam-do,2020-06-26,68.3
289,Gyeongsangnam-do,2020-06-26,71.6
294,Gyeongsangnam-do,2020-06-26,75.8
295,Gyeongsangnam-do,2020-06-26,74.6
90,Gangwon-do,2020-06-27,66.5
93,Gangwon-do,2020-06-27,79
95,Gangwon-do,2020-06-27,86.3
98,Gyeonggi-do,2020-06-27,81.5
99,Gyeonggi-do,2020-06-27,83.3
100,Gangwon-do,2020-06-27,84.1
101,Gangwon-do,2020-06-27,72.5
102,Incheon,2020-06-27,99.4
104,Gangwon-do,2020-06-27,70.5
105,Gangwon-do,2020-06-27,61.4
106,Gangwon-do,2020-06-27,73.8
108,Seoul,2020-06-27,70.4
112,Incheon,2020-06-27,76.8
114,Gangwon-do,2020-06-27,63.6
115,Gyeongsangbuk-do,2020-06-27,64.8
119,Gyeonggi-do,2020-06-27,77.3
121,Gangwon-do,2020-06-27,77.8
127,Chungcheongbuk-do,2020-06-27,75
129,Chungcheongnam-do,2020-06-27,73
130,Gyeongsangbuk-do,2020-06-27,75.3
131,Chungcheongbuk-do,2020-06-27,67.8
133,Daejeon,2020-06-27,79.3
135,Chungcheongbuk-do,2020-06-27,74.4
136,Gyeongsangbuk-do,2020-06-27,75.8
137,Gyeongsangbuk-do,2020-06-27,80.8
138,Gyeongsangbuk-do,2020-06-27,65.1
140,Jeollabuk-do,2020-06-27,82.6
143,Daegu,2020-06-27,59.4
146,Jeollabuk-do,2020-06-27,72.6
152,Ulsan,2020-06-27,74.6
155,Gyeongsangnam-do,2020-06-27,72.3
156,Gwangju,2020-06-27,80.3
159,Busan,2020-06-27,75.9
162,Gyeongsangnam-do,2020-06-27,86
165,Jeollanam-do,2020-06-27,84
168,Jeollanam-do,2020-06-27,87.4
169,Jeollanam-do,2020-06-27,89.1
170,Jeollanam-do,2020-06-27,88.8
172,Jeollabuk-do,2020-06-27,83.8
174,Jeollanam-do,2020-06-27,82
177,Chungcheongnam-do,2020-06-27,79.4
184,Jeju-do,2020-06-27,89.9
185,Jeju-do,2020-06-27,93.9
188,Jeju-do,2020-06-27,88
189,Jeju-do,2020-06-27,97.8
192,Gyeongsangnam-do,2020-06-27,82.1
201,Incheon,2020-06-27,83.6
202,Gyeonggi-do,2020-06-27,77.3
203,Gyeonggi-do,2020-06-27,78.4
211,Gangwon-do,2020-06-27,76.8
212,Gangwon-do,2020-06-27,74
216,Gangwon-do,2020-06-27,71
217,Gangwon-do,2020-06-27,84.5
221,Chungcheongbuk-do,2020-06-27,81.5
226,Chungcheongbuk-do,2020-06-27,76.3
232,Chungcheongnam-do,2020-06-27,78.8
235,Chungcheongnam-do,2020-06-27,77.3
236,Chungcheongnam-do,2020-06-27,80
238,Chungcheongnam-do,2020-06-27,78.6
239,Sejong,2020-06-27,71.8
243,Chungcheongnam-do,2020-06-27,81.3
244,Jeollabuk-do,2020-06-27,81.6
245,Jeollabuk-do,2020-06-27,76.9
247,Jeollabuk-do,2020-06-27,79.8
248,Jeollabuk-do,2020-06-27,83.9
251,Jeollabuk-do,2020-06-27,79.6
252,Jeollanam-do,2020-06-27,82.8
253,Gyeongsangnam-do,2020-06-27,77.8
254,Jeollabuk-do,2020-06-27,80.4
255,Gyeongsangnam-do,2020-06-27,75.8
257,Gyeongsangnam-do,2020-06-27,75.4
258,Jeollanam-do,2020-06-27,84.4
259,Jeollanam-do,2020-06-27,84.4
260,Jeollanam-do,2020-06-27,85.1
261,Jeollanam-do,2020-06-27,85.4
262,Jeollanam-do,2020-06-27,86.8
263,Gyeongsangnam-do,2020-06-27,76.4
264,Gyeongsangnam-do,2020-06-27,77.6
266,Jeollanam-do,2020-06-27,74.1
268,Jeollanam-do,2020-06-27,83.8
271,Gyeongsangbuk-do,2020-06-27,81.9
272,Gyeongsangbuk-do,2020-06-27,78.5
273,Gyeongsangbuk-do,2020-06-27,79.3
276,Gyeongsangbuk-do,2020-06-27,85.4
277,Gyeongsangbuk-do,2020-06-27,66.6
278,Gyeongsangbuk-do,2020-06-27,79.4
279,Gyeongsangbuk-do,2020-06-27,86
281,Gyeongsangbuk-do,2020-06-27,68.1
283,Gyeongsangbuk-do,2020-06-27,71.1
284,Gyeongsangnam-do,2020-06-27,81.1
285,Gyeongsangnam-do,2020-06-27,82
288,Gyeongsangnam-do,2020-06-27,73.5
289,Gyeongsangnam-do,2020-06-27,79.3
294,Gyeongsangnam-do,2020-06-27,78.9
295,Gyeongsangnam-do,2020-06-27,82.5
90,Gangwon-do,2020-06-28,86
93,Gangwon-do,2020-06-28,80.5
95,Gangwon-do,2020-06-28,85.5
98,Gyeonggi-do,2020-06-28,79.5
99,Gyeonggi-do,2020-06-28,85
100,Gangwon-do,2020-06-28,90.5
101,Gangwon-do,2020-06-28,72.8
102,Incheon,2020-06-28,99.4
104,Gangwon-do,2020-06-28,86
105,Gangwon-do,2020-06-28,78.5
106,Gangwon-do,2020-06-28,84.5
108,Seoul,2020-06-28,70.5
112,Incheon,2020-06-28,85
114,Gangwon-do,2020-06-28,61.1
115,Gyeongsangbuk-do,2020-06-28,94
119,Gyeonggi-do,2020-06-28,82
121,Gangwon-do,2020-06-28,70.9
127,Chungcheongbuk-do,2020-06-28,73.3
129,Chungcheongnam-do,2020-06-28,78
130,Gyeongsangbuk-do,2020-06-28,83.5
131,Chungcheongbuk-do,2020-06-28,63.5
133,Daejeon,2020-06-28,75
135,Chungcheongbuk-do,2020-06-28,72.3
136,Gyeongsangbuk-do,2020-06-28,69
137,Gyeongsangbuk-do,2020-06-28,76.3
138,Gyeongsangbuk-do,2020-06-28,78.9
140,Jeollabuk-do,2020-06-28,85
143,Daegu,2020-06-28,59.1
146,Jeollabuk-do,2020-06-28,77.6
152,Ulsan,2020-06-28,79.6
155,Gyeongsangnam-do,2020-06-28,69.3
156,Gwangju,2020-06-28,75.8
159,Busan,2020-06-28,70.1
162,Gyeongsangnam-do,2020-06-28,83.3
165,Jeollanam-do,2020-06-28,85.5
168,Jeollanam-do,2020-06-28,79.1
169,Jeollanam-do,2020-06-28,94
170,Jeollanam-do,2020-06-28,77.9
172,Jeollabuk-do,2020-06-28,86.9
174,Jeollanam-do,2020-06-28,74.8
177,Chungcheongnam-do,2020-06-28,79.4
184,Jeju-do,2020-06-28,80.4
185,Jeju-do,2020-06-28,95.9
188,Jeju-do,2020-06-28,73
189,Jeju-do,2020-06-28,91.1
192,Gyeongsangnam-do,2020-06-28,78.5
201,Incheon,2020-06-28,83.8
202,Gyeonggi-do,2020-06-28,71.3
203,Gyeonggi-do,2020-06-28,74.5
211,Gangwon-do,2020-06-28,80.8
212,Gangwon-do,2020-06-28,70.8
216,Gangwon-do,2020-06-28,83.6
217,Gangwon-do,2020-06-28,79.6
221,Chungcheongbuk-do,2020-06-28,77.5
226,Chungcheongbuk-do,2020-06-28,73.8
232,Chungcheongnam-do,2020-06-28,77.8
235,Chungcheongnam-do,2020-06-28,86
236,Chungcheongnam-do,2020-06-28,78.3
238,Chungcheongnam-do,2020-06-28,77.5
239,Sejong,2020-06-28,70.5
243,Chungcheongnam-do,2020-06-28,88.8
244,Jeollabuk-do,2020-06-28,83.8
245,Jeollabuk-do,2020-06-28,79
247,Jeollabuk-do,2020-06-28,75
248,Jeollabuk-do,2020-06-28,83.8
251,Jeollabuk-do,2020-06-28,81.8
252,Jeollanam-do,2020-06-28,80.8
253,Gyeongsangnam-do,2020-06-28,71.8
254,Jeollabuk-do,2020-06-28,73.3
255,Gyeongsangnam-do,2020-06-28,70
257,Gyeongsangnam-do,2020-06-28,75.3
258,Jeollanam-do,2020-06-28,73
259,Jeollanam-do,2020-06-28,77.5
260,Jeollanam-do,2020-06-28,77
261,Jeollanam-do,2020-06-28,85.1
262,Jeollanam-do,2020-06-28,79.6
263,Gyeongsangnam-do,2020-06-28,70.9
264,Gyeongsangnam-do,2020-06-28,70.4
266,Jeollanam-do,2020-06-28,64.6
268,Jeollanam-do,2020-06-28,85.3
271,Gyeongsangbuk-do,2020-06-28,85.5
272,Gyeongsangbuk-do,2020-06-28,74
273,Gyeongsangbuk-do,2020-06-28,71.8
276,Gyeongsangbuk-do,2020-06-28,81.5
277,Gyeongsangbuk-do,2020-06-28,79
278,Gyeongsangbuk-do,2020-06-28,72.3
279,Gyeongsangbuk-do,2020-06-28,77.1
281,Gyeongsangbuk-do,2020-06-28,69.5
283,Gyeongsangbuk-do,2020-06-28,75.9
284,Gyeongsangnam-do,2020-06-28,74.5
285,Gyeongsangnam-do,2020-06-28,77.5
288,Gyeongsangnam-do,2020-06-28,67.5
289,Gyeongsangnam-do,2020-06-28,70.5
294,Gyeongsangnam-do,2020-06-28,73.8
295,Gyeongsangnam-do,2020-06-28,75.8
90,Gangwon-do,2020-06-29,88.3
93,Gangwon-do,2020-06-29,84.3
95,Gangwon-do,2020-06-29,91.5
98,Gyeonggi-do,2020-06-29,84.9
99,Gyeonggi-do,2020-06-29,92.3
100,Gangwon-do,2020-06-29,91
101,Gangwon-do,2020-06-29,78.3
102,Incheon,2020-06-29,99.6
104,Gangwon-do,2020-06-29,88.8
105,Gangwon-do,2020-06-29,85.4
106,Gangwon-do,2020-06-29,91.4
108,Seoul,2020-06-29,77
112,Incheon,2020-06-29,84.5
114,Gangwon-do,2020-06-29,66.4
115,Gyeongsangbuk-do,2020-06-29,92.4
119,Gyeonggi-do,2020-06-29,84.3
121,Gangwon-do,2020-06-29,79.3
127,Chungcheongbuk-do,2020-06-29,78.9
129,Chungcheongnam-do,2020-06-29,88.3
130,Gyeongsangbuk-do,2020-06-29,93.1
131,Chungcheongbuk-do,2020-06-29,77
133,Daejeon,2020-06-29,89.9
135,Chungcheongbuk-do,2020-06-29,83.8
136,Gyeongsangbuk-do,2020-06-29,80.4
137,Gyeongsangbuk-do,2020-06-29,92.3
138,Gyeongsangbuk-do,2020-06-29,89.3
140,Jeollabuk-do,2020-06-29,90.5
143,Daegu,2020-06-29,82
146,Jeollabuk-do,2020-06-29,85.1
152,Ulsan,2020-06-29,93.4
155,Gyeongsangnam-do,2020-06-29,85
156,Gwangju,2020-06-29,96.8
159,Busan,2020-06-29,90.9
162,Gyeongsangnam-do,2020-06-29,92.8
165,Jeollanam-do,2020-06-29,94.1
168,Jeollanam-do,2020-06-29,97.9
169,Jeollanam-do,2020-06-29,98.9
170,Jeollanam-do,2020-06-29,95.1
172,Jeollabuk-do,2020-06-29,91.5
174,Jeollanam-do,2020-06-29,94.5
177,Chungcheongnam-do,2020-06-29,92.5
184,Jeju-do,2020-06-29,87.4
185,Jeju-do,2020-06-29,98.3
188,Jeju-do,2020-06-29,92.3
189,Jeju-do,2020-06-29,96.9
192,Gyeongsangnam-do,2020-06-29,92.3
201,Incheon,2020-06-29,89.9
202,Gyeonggi-do,2020-06-29,82.3
203,Gyeonggi-do,2020-06-29,86.5
211,Gangwon-do,2020-06-29,80
212,Gangwon-do,2020-06-29,77.6
216,Gangwon-do,2020-06-29,82.5
217,Gangwon-do,2020-06-29,83.4
221,Chungcheongbuk-do,2020-06-29,82.9
226,Chungcheongbuk-do,2020-06-29,84.3
232,Chungcheongnam-do,2020-06-29,87.9
235,Chungcheongnam-do,2020-06-29,87.1
236,Chungcheongnam-do,2020-06-29,90.9
238,Chungcheongnam-do,2020-06-29,90.6
239,Sejong,2020-06-29,84.4
243,Chungcheongnam-do,2020-06-29,91.1
244,Jeollabuk-do,2020-06-29,91.6
245,Jeollabuk-do,2020-06-29,84.1
247,Jeollabuk-do,2020-06-29,88.6
248,Jeollabuk-do,2020-06-29,93.6
251,Jeollabuk-do,2020-06-29,86.3
252,Jeollanam-do,2020-06-29,90.1
253,Gyeongsangnam-do,2020-06-29,90.4
254,Jeollabuk-do,2020-06-29,89.5
255,Gyeongsangnam-do,2020-06-29,91
257,Gyeongsangnam-do,2020-06-29,88
258,Jeollanam-do,2020-06-29,93.1
259,Jeollanam-do,2020-06-29,90
260,Jeollanam-do,2020-06-29,91.9
261,Jeollanam-do,2020-06-29,92.6
262,Jeollanam-do,2020-06-29,96.6
263,Gyeongsangnam-do,2020-06-29,88.8
264,Gyeongsangnam-do,2020-06-29,89.3
266,Jeollanam-do,2020-06-29,88.5
268,Jeollanam-do,2020-06-29,90.5
271,Gyeongsangbuk-do,2020-06-29,85.6
272,Gyeongsangbuk-do,2020-06-29,86
273,Gyeongsangbuk-do,2020-06-29,90.6
276,Gyeongsangbuk-do,2020-06-29,92.1
277,Gyeongsangbuk-do,2020-06-29,90.9
278,Gyeongsangbuk-do,2020-06-29,85.4
279,Gyeongsangbuk-do,2020-06-29,93.9
281,Gyeongsangbuk-do,2020-06-29,87.5
283,Gyeongsangbuk-do,2020-06-29,88.6
284,Gyeongsangnam-do,2020-06-29,92
285,Gyeongsangnam-do,2020-06-29,92.3
288,Gyeongsangnam-do,2020-06-29,86.1
289,Gyeongsangnam-do,2020-06-29,92
294,Gyeongsangnam-do,2020-06-29,90.5
295,Gyeongsangnam-do,2020-06-29,93.5
90,Gangwon-do,2020-06-30,96.1
93,Gangwon-do,2020-06-30,75.6
95,Gangwon-do,2020-06-30,94.8
98,Gyeonggi-do,2020-06-30,91.1
99,Gyeonggi-do,2020-06-30,91.4
100,Gangwon-do,2020-06-30,95.5
101,Gangwon-do,2020-06-30,74.8
102,Incheon,2020-06-30,93.1
104,Gangwon-do,2020-06-30,96.1
105,Gangwon-do,2020-06-30,97.8
106,Gangwon-do,2020-06-30,97.1
108,Seoul,2020-06-30,83
112,Incheon,2020-06-30,89
114,Gangwon-do,2020-06-30,70
115,Gyeongsangbuk-do,2020-06-30,99.8
119,Gyeonggi-do,2020-06-30,89.1
121,Gangwon-do,2020-06-30,91
127,Chungcheongbuk-do,2020-06-30,89.9
129,Chungcheongnam-do,2020-06-30,92.4
130,Gyeongsangbuk-do,2020-06-30,88.9
131,Chungcheongbuk-do,2020-06-30,88.6
133,Daejeon,2020-06-30,96.9
135,Chungcheongbuk-do,2020-06-30,85.9
