code,province,date,avg_relative_humidity
273,Gyeongsangbuk-do,2020-07-11,78.6
276,Gyeongsangbuk-do,2020-07-11,89.5
277,Gyeongsangbuk-do,2020-07-11,92.6
278,Gyeongsangbuk-do,2020-07-11,80.4
279,Gyeongsangbuk-do,2020-07-11,81.4
281,Gyeongsangbuk-do,2020-07-11,83
283,Gyeongsangbuk-do,2020-07-11,87.1
284,Gyeongsangnam-do,2020-07-11,81
285,Gyeongsangnam-do,2020-07-11,82.3
288,Gyeongsangnam-do,2020-07-11,77.1
289,Gyeongsangnam-do,2020-07-11,84.1
294,Gyeongsangnam-do,2020-07-11,89.1
295,Gyeongsangnam-do,2020-07-11,85.1
90,Gangwon-do,2020-07-12,84.1
93,Gangwon-do,2020-07-12,71.1
95,Gangwon-do,2020-07-12,88
98,Gyeonggi-do,2020-07-12,82.1
99,Gyeonggi-do,2020-07-12,86.4
100,Gangwon-do,2020-07-12,92.4
101,Gangwon-do,2020-07-12,68.1
102,Incheon,2020-07-12,93.4
104,Gangwon-do,2020-07-12,89.3
105,Gangwon-do,2020-07-12,85
106,Gangwon-do,2020-07-12,88.9
108,Seoul,2020-07-12,71.9
112,Incheon,2020-07-12,73.9
114,Gangwon-do,2020-07-12,68.4
115,Gyeongsangbuk-do,2020-07-12,90.3
119,Gyeonggi-do,2020-07-12,79.9
121,Gangwon-do,2020-07-12,79.5
127,Chungcheongbuk-do,2020-07-12,77.8
129,Chungcheongnam-do,2020-07-12,85.8
130,Gyeongsangbuk-do,2020-07-12,88
131,Chungcheongbuk-do,2020-07-12,76
133,Daejeon,2020-07-12,89.3
135,Chungcheongbuk-do,2020-07-12,86.1
136,Gyeongsangbuk-do,2020-07-12,82.1
137,Gyeongsangbuk-do,2020-07-12,93.1
138,Gyeongsangbuk-do,2020-07-12,88.4
140,Jeollabuk-do,2020-07-12,90.3
143,Daegu,2020-07-12,82.8
146,Jeollabuk-do,2020-07-12,89.3
152,Ulsan,2020-07-12,97.5
155,Gyeongsangnam-do,2020-07-12,90.1
156,Gwangju,2020-07-12,94.4
159,Busan,2020-07-12,91.3
162,Gyeongsangnam-do,2020-07-12,94
165,Jeollanam-do,2020-07-12,90.6
168,Jeollanam-do,2020-07-12,98.6
169,Jeollanam-do,2020-07-12,99
170,Jeollanam-do,2020-07-12,96.8
172,Jeollabuk-do,2020-07-12,88.4
174,Jeollanam-do,2020-07-12,92.5
177,Chungcheongnam-do,2020-07-12,89.5
184,Jeju-do,2020-07-12,89.4
185,Jeju-do,2020-07-12,98.6
188,Jeju-do,2020-07-12,94.9
189,Jeju-do,2020-07-12,99
192,Gyeongsangnam-do,2020-07-12,95.1
201,Incheon,2020-07-12,81.8
202,Gyeonggi-do,2020-07-12,78.9
203,Gyeonggi-do,2020-07-12,83.3
211,Gangwon-do,2020-07-12,71.9
212,Gangwon-do,2020-07-12,71.9
216,Gangwon-do,2020-07-12,92.6
217,Gangwon-do,2020-07-12,78.8
221,Chungcheongbuk-do,2020-07-12,82.9
226,Chungcheongbuk-do,2020-07-12,87.1
232,Chungcheongnam-do,2020-07-12,88.5
235,Chungcheongnam-do,2020-07-12,87.1
236,Chungcheongnam-do,2020-07-12,92
238,Chungcheongnam-do,2020-07-12,90.4
239,Sejong,2020-07-12,81.6
243,Chungcheongnam-do,2020-07-12,93.9
244,Jeollabuk-do,2020-07-12,93.1
245,Jeollabuk-do,2020-07-12,86.9
247,Jeollabuk-do,2020-07-12,91.5
248,Jeollabuk-do,2020-07-12,96.9
251,Jeollabuk-do,2020-07-12,84.6
252,Jeollanam-do,2020-07-12,87.5
253,Gyeongsangnam-do,2020-07-12,90.5
254,Jeollabuk-do,2020-07-12,90.6
255,Gyeongsangnam-do,2020-07-12,90.9
257,Gyeongsangnam-do,2020-07-12,89.3
258,Jeollanam-do,2020-07-12,91.8
259,Jeollanam-do,2020-07-12,86.4
260,Jeollanam-do,2020-07-12,88.6
261,Jeollanam-do,2020-07-12,90.1
262,Jeollanam-do,2020-07-12,93.8
263,Gyeongsangnam-do,2020-07-12,90.6
264,Gyeongsangnam-do,2020-07-12,88.4
266,Jeollanam-do,2020-07-12,89.8
268,Jeollanam-do,2020-07-12,90.4
271,Gyeongsangbuk-do,2020-07-12,85.4
272,Gyeongsangbuk-do,2020-07-12,87.5
273,Gyeongsangbuk-do,2020-07-12,90.8
276,Gyeongsangbuk-do,2020-07-12,96.3
277,Gyeongsangbuk-do,2020-07-12,90.4
278,Gyeongsangbuk-do,2020-07-12,88.4
279,Gyeongsangbuk-do,2020-07-12,95.8
281,Gyeongsangbuk-do,2020-07-12,90.1
283,Gyeongsangbuk-do,2020-07-12,92.6
284,Gyeongsangnam-do,2020-07-12,93.6
285,Gyeongsangnam-do,2020-07-12,92.3
288,Gyeongsangnam-do,2020-07-12,86.1
289,Gyeongsangnam-do,2020-07-12,92.8
294,Gyeongsangnam-do,2020-07-12,93.4
295,Gyeongsangnam-do,2020-07-12,95.4
90,Gangwon-do,2020-07-13,91.9
93,Gangwon-do,2020-07-13,81.3
95,Gangwon-do,2020-07-13,94.3
98,Gyeonggi-do,2020-07-13,94
99,Gyeonggi-do,2020-07-13,93.4
100,Gangwon-do,2020-07-13,97.9
101,Gangwon-do,2020-07-13,80.3
102,Incheon,2020-07-13,92.8
104,Gangwon-do,2020-07-13,96.1
105,Gangwon-do,2020-07-13,96.4
106,Gangwon-do,2020-07-13,98.5
108,Seoul,2020-07-13,94.8
112,Incheon,2020-07-13,95.1
114,Gangwon-do,2020-07-13,84.9
115,Gyeongsangbuk-do,2020-07-13,99.9
119,Gyeonggi-do,2020-07-13,96.6
121,Gangwon-do,2020-07-13,91.4
127,Chungcheongbuk-do,2020-07-13,84
129,Chungcheongnam-do,2020-07-13,95.3
130,Gyeongsangbuk-do,2020-07-13,97.8
131,Chungcheongbuk-do,2020-07-13,82.6
133,Daejeon,2020-07-13,97
135,Chungcheongbuk-do,2020-07-13,89
136,Gyeongsangbuk-do,2020-07-13,86.9
137,Gyeongsangbuk-do,2020-07-13,100
138,Gyeongsangbuk-do,2020-07-13,96.6
140,Jeollabuk-do,2020-07-13,96
143,Daegu,2020-07-13,89.3
146,Jeollabuk-do,2020-07-13,90.3
152,Ulsan,2020-07-13,98
155,Gyeongsangnam-do,2020-07-13,94.6
156,Gwangju,2020-07-13,98
159,Busan,2020-07-13,97
162,Gyeongsangnam-do,2020-07-13,100
165,Jeollanam-do,2020-07-13,93.9
168,Jeollanam-do,2020-07-13,100
169,Jeollanam-do,2020-07-13,91.4
170,Jeollanam-do,2020-07-13,91.9
172,Jeollabuk-do,2020-07-13,93
174,Jeollanam-do,2020-07-13,99.5
177,Chungcheongnam-do,2020-07-13,95.9
184,Jeju-do,2020-07-13,86.9
185,Jeju-do,2020-07-13,99.4
188,Jeju-do,2020-07-13,91.5
189,Jeju-do,2020-07-13,98.9
192,Gyeongsangnam-do,2020-07-13,98.9
201,Incheon,2020-07-13,94.3
202,Gyeonggi-do,2020-07-13,90.9
203,Gyeonggi-do,2020-07-13,100
211,Gangwon-do,2020-07-13,83
212,Gangwon-do,2020-07-13,90.9
216,Gangwon-do,2020-07-13,98.5
217,Gangwon-do,2020-07-13,88.3
221,Chungcheongbuk-do,2020-07-13,89.5
226,Chungcheongbuk-do,2020-07-13,89.6
232,Chungcheongnam-do,2020-07-13,97.1
235,Chungcheongnam-do,2020-07-13,85.9
236,Chungcheongnam-do,2020-07-13,96.6
238,Chungcheongnam-do,2020-07-13,96
239,Sejong,2020-07-13,93.9
243,Chungcheongnam-do,2020-07-13,96.3
244,Jeollabuk-do,2020-07-13,97.1
245,Jeollabuk-do,2020-07-13,87.6
247,Jeollabuk-do,2020-07-13,94.8
248,Jeollabuk-do,2020-07-13,98.6
251,Jeollabuk-do,2020-07-13,89
252,Jeollanam-do,2020-07-13,92.3
253,Gyeongsangnam-do,2020-07-13,98.6
254,Jeollabuk-do,2020-07-13,96
255,Gyeongsangnam-do,2020-07-13,97.9
257,Gyeongsangnam-do,2020-07-13,95.8
258,Jeollanam-do,2020-07-13,97.6
259,Jeollanam-do,2020-07-13,89.3
260,Jeollanam-do,2020-07-13,93.6
261,Jeollanam-do,2020-07-13,92.9
262,Jeollanam-do,2020-07-13,95.3
263,Gyeongsangnam-do,2020-07-13,95.6
264,Gyeongsangnam-do,2020-07-13,95.8
266,Jeollanam-do,2020-07-13,92
268,Jeollanam-do,2020-07-13,91.8
271,Gyeongsangbuk-do,2020-07-13,88.1
272,Gyeongsangbuk-do,2020-07-13,97.4
273,Gyeongsangbuk-do,2020-07-13,97.5
276,Gyeongsangbuk-do,2020-07-13,97.8
277,Gyeongsangbuk-do,2020-07-13,99.6
278,Gyeongsangbuk-do,2020-07-13,93.8
279,Gyeongsangbuk-do,2020-07-13,99
281,Gyeongsangbuk-do,2020-07-13,91
283,Gyeongsangbuk-do,2020-07-13,97.9
284,Gyeongsangnam-do,2020-07-13,98.8
285,Gyeongsangnam-do,2020-07-13,97.9
288,Gyeongsangnam-do,2020-07-13,94.4
289,Gyeongsangnam-do,2020-07-13,98.3
294,Gyeongsangnam-do,2020-07-13,97.4
295,Gyeongsangnam-do,2020-07-13,99.4
90,Gangwon-do,2020-07-14,87.8
93,Gangwon-do,2020-07-14,78.8
95,Gangwon-do,2020-07-14,84.9
98,Gyeonggi-do,2020-07-14,82.3
99,Gyeonggi-do,2020-07-14,80.8
100,Gangwon-do,2020-07-14,97
101,Gangwon-do,2020-07-14,77.3
102,Incheon,2020-07-14,91.6
104,Gangwon-do,2020-07-14,94.4
105,Gangwon-do,2020-07-14,95.5
106,Gangwon-do,2020-07-14,96.5
108,Seoul,2020-07-14,79.4
112,Incheon,2020-07-14,77.6
114,Gangwon-do,2020-07-14,71.3
115,Gyeongsangbuk-do,2020-07-14,98.5
119,Gyeonggi-do,2020-07-14,80.5
121,Gangwon-do,2020-07-14,76.1
127,Chungcheongbuk-do,2020-07-14,84.8
129,Chungcheongnam-do,2020-07-14,86.1
130,Gyeongsangbuk-do,2020-07-14,93.1
131,Chungcheongbuk-do,2020-07-14,89.3
133,Daejeon,2020-07-14,94.8
135,Chungcheongbuk-do,2020-07-14,88.5
136,Gyeongsangbuk-do,2020-07-14,87.3
137,Gyeongsangbuk-do,2020-07-14,98.6
138,Gyeongsangbuk-do,2020-07-14,88.4
140,Jeollabuk-do,2020-07-14,96.1
143,Daegu,2020-07-14,89.6
146,Jeollabuk-do,2020-07-14,92.6
152,Ulsan,2020-07-14,93.8
155,Gyeongsangnam-do,2020-07-14,94.1
156,Gwangju,2020-07-14,98.8
159,Busan,2020-07-14,93
162,Gyeongsangnam-do,2020-07-14,96.8
165,Jeollanam-do,2020-07-14,92.6
168,Jeollanam-do,2020-07-14,90.3
169,Jeollanam-do,2020-07-14,91.1
170,Jeollanam-do,2020-07-14,86.8
172,Jeollabuk-do,2020-07-14,97.3
174,Jeollanam-do,2020-07-14,92.9
177,Chungcheongnam-do,2020-07-14,91.4
184,Jeju-do,2020-07-14,85.8
185,Jeju-do,2020-07-14,91
188,Jeju-do,2020-07-14,76.1
189,Jeju-do,2020-07-14,84
192,Gyeongsangnam-do,2020-07-14,96.3
201,Incheon,2020-07-14,77.9
202,Gyeonggi-do,2020-07-14,78.4
203,Gyeonggi-do,2020-07-14,86
211,Gangwon-do,2020-07-14,80
212,Gangwon-do,2020-07-14,79.4
216,Gangwon-do,2020-07-14,98.4
217,Gangwon-do,2020-07-14,84.8
221,Chungcheongbuk-do,2020-07-14,79.9
226,Chungcheongbuk-do,2020-07-14,91.8
232,Chungcheongnam-do,2020-07-14,93.4
235,Chungcheongnam-do,2020-07-14,89.3
236,Chungcheongnam-do,2020-07-14,96.1
238,Chungcheongnam-do,2020-07-14,95.5
239,Sejong,2020-07-14,94.4
243,Chungcheongnam-do,2020-07-14,97.5
244,Jeollabuk-do,2020-07-14,96.9
245,Jeollabuk-do,2020-07-14,90.9
247,Jeollabuk-do,2020-07-14,93.6
248,Jeollabuk-do,2020-07-14,98.9
251,Jeollabuk-do,2020-07-14,93.5
252,Jeollanam-do,2020-07-14,93.8
253,Gyeongsangnam-do,2020-07-14,92.1
254,Jeollabuk-do,2020-07-14,93.3
255,Gyeongsangnam-do,2020-07-14,98.8
257,Gyeongsangnam-do,2020-07-14,89.3
258,Jeollanam-do,2020-07-14,89.4
259,Jeollanam-do,2020-07-14,85.4
260,Jeollanam-do,2020-07-14,90.4
261,Jeollanam-do,2020-07-14,90.6
262,Jeollanam-do,2020-07-14,87.3
263,Gyeongsangnam-do,2020-07-14,96.8
264,Gyeongsangnam-do,2020-07-14,95.6
266,Jeollanam-do,2020-07-14,86.8
268,Jeollanam-do,2020-07-14,90.4
271,Gyeongsangbuk-do,2020-07-14,81.1
272,Gyeongsangbuk-do,2020-07-14,91.8
273,Gyeongsangbuk-do,2020-07-14,97.4
276,Gyeongsangbuk-do,2020-07-14,94.1
277,Gyeongsangbuk-do,2020-07-14,91.5
278,Gyeongsangbuk-do,2020-07-14,92.1
279,Gyeongsangbuk-do,2020-07-14,98.6
281,Gyeongsangbuk-do,2020-07-14,92.5
283,Gyeongsangbuk-do,2020-07-14,90
284,Gyeongsangnam-do,2020-07-14,96.8
285,Gyeongsangnam-do,2020-07-14,98.8
288,Gyeongsangnam-do,2020-07-14,93.9
289,Gyeongsangnam-do,2020-07-14,97.8
294,Gyeongsangnam-do,2020-07-14,95.5
295,Gyeongsangnam-do,2020-07-14,88.6
90,Gangwon-do,2020-07-15,77.6
93,Gangwon-do,2020-07-15,78.9
95,Gangwon-do,2020-07-15,79.8
98,Gyeonggi-do,2020-07-15,76.3
99,Gyeonggi-do,2020-07-15,77.4
100,Gangwon-do,2020-07-15,90.8
101,Gangwon-do,2020-07-15,74
102,Incheon,2020-07-15,82
104,Gangwon-do,2020-07-15,83.8
105,Gangwon-do,2020-07-15,83.9
106,Gangwon-do,2020-07-15,87.8
108,Seoul,2020-07-15,63.1
112,Incheon,2020-07-15,65
114,Gangwon-do,2020-07-15,72
115,Gyeongsangbuk-do,2020-07-15,91.6
119,Gyeonggi-do,2020-07-15,76
121,Gangwon-do,2020-07-15,77.4
127,Chungcheongbuk-do,2020-07-15,82.8
129,Chungcheongnam-do,2020-07-15,79.9
130,Gyeongsangbuk-do,2020-07-15,84.4
131,Chungcheongbuk-do,2020-07-15,80.1
133,Daejeon,2020-07-15,92.6
135,Chungcheongbuk-do,2020-07-15,89.4
136,Gyeongsangbuk-do,2020-07-15,83
137,Gyeongsangbuk-do,2020-07-15,95.5
138,Gyeongsangbuk-do,2020-07-15,85.6
140,Jeollabuk-do,2020-07-15,93.8
143,Daegu,2020-07-15,83.8
146,Jeollabuk-do,2020-07-15,92.3
152,Ulsan,2020-07-15,95
155,Gyeongsangnam-do,2020-07-15,92.5
156,Gwangju,2020-07-15,98.6
159,Busan,2020-07-15,83.3
162,Gyeongsangnam-do,2020-07-15,92.9
165,Jeollanam-do,2020-07-15,86.4
168,Jeollanam-do,2020-07-15,95.1
169,Jeollanam-do,2020-07-15,87.8
170,Jeollanam-do,2020-07-15,90.8
172,Jeollabuk-do,2020-07-15,91.5
174,Jeollanam-do,2020-07-15,97
177,Chungcheongnam-do,2020-07-15,84
184,Jeju-do,2020-07-15,85
185,Jeju-do,2020-07-15,90
188,Jeju-do,2020-07-15,75.8
189,Jeju-do,2020-07-15,87.9
192,Gyeongsangnam-do,2020-07-15,97.8
201,Incheon,2020-07-15,72.5
202,Gyeonggi-do,2020-07-15,78
203,Gyeonggi-do,2020-07-15,83.3
211,Gangwon-do,2020-07-15,72
212,Gangwon-do,2020-07-15,74
216,Gangwon-do,2020-07-15,94.6
217,Gangwon-do,2020-07-15,83.4
221,Chungcheongbuk-do,2020-07-15,80.8
226,Chungcheongbuk-do,2020-07-15,89.6
232,Chungcheongnam-do,2020-07-15,87.4
235,Chungcheongnam-do,2020-07-15,87.4
236,Chungcheongnam-do,2020-07-15,90.6
238,Chungcheongnam-do,2020-07-15,93.4
239,Sejong,2020-07-15,88
243,Chungcheongnam-do,2020-07-15,97.3
244,Jeollabuk-do,2020-07-15,96.1
245,Jeollabuk-do,2020-07-15,93.8
247,Jeollabuk-do,2020-07-15,94.1
248,Jeollabuk-do,2020-07-15,97.3
251,Jeollabuk-do,2020-07-15,93.4
252,Jeollanam-do,2020-07-15,87.1
253,Gyeongsangnam-do,2020-07-15,92.4
254,Jeollabuk-do,2020-07-15,97
255,Gyeongsangnam-do,2020-07-15,98.4
257,Gyeongsangnam-do,2020-07-15,83.8
258,Jeollanam-do,2020-07-15,97.1
259,Jeollanam-do,2020-07-15,90
260,Jeollanam-do,2020-07-15,94.5
261,Jeollanam-do,2020-07-15,88.5
262,Jeollanam-do,2020-07-15,98.5
263,Gyeongsangnam-do,2020-07-15,92.4
264,Gyeongsangnam-do,2020-07-15,93.1
266,Jeollanam-do,2020-07-15,94.3
268,Jeollanam-do,2020-07-15,87.6
271,Gyeongsangbuk-do,2020-07-15,82.9
272,Gyeongsangbuk-do,2020-07-15,89.9
273,Gyeongsangbuk-do,2020-07-15,94.9
276,Gyeongsangbuk-do,2020-07-15,95.1
277,Gyeongsangbuk-do,2020-07-15,90
278,Gyeongsangbuk-do,2020-07-15,91.3
279,Gyeongsangbuk-do,2020-07-15,96.5
281,Gyeongsangbuk-do,2020-07-15,89.5
283,Gyeongsangbuk-do,2020-07-15,92.5
284,Gyeongsangnam-do,2020-07-15,91.3
285,Gyeongsangnam-do,2020-07-15,95.5
288,Gyeongsangnam-do,2020-07-15,89.6
289,Gyeongsangnam-do,2020-07-15,94.9
294,Gyeongsangnam-do,2020-07-15,87.8
295,Gyeongsangnam-do,2020-07-15,93.1
90,Gangwon-do,2020-07-16,80.5
93,Gangwon-do,2020-07-16,86.1
95,Gangwon-do,2020-07-16,87.3
98,Gyeonggi-do,2020-07-16,83
99,Gyeonggi-do,2020-07-16,85.6
100,Gangwon-do,2020-07-16,83
101,Gangwon-do,2020-07-16,79.8
102,Incheon,2020-07-16,81.5
104,Gangwon-do,2020-07-16,79.5
105,Gangwon-do,2020-07-16,76.3
106,Gangwon-do,2020-07-16,86.1
108,Seoul,2020-07-16,70.9
112,Incheon,2020-07-16,73
114,Gangwon-do,2020-07-16,71.8
115,Gyeongsangbuk-do,2020-07-16,85.1
119,Gyeonggi-do,2020-07-16,78.6
121,Gangwon-do,2020-07-16,79.9
127,Chungcheongbuk-do,2020-07-16,78.6
129,Chungcheongnam-do,2020-07-16,76.1
130,Gyeongsangbuk-do,2020-07-16,86.8
131,Chungcheongbuk-do,2020-07-16,70.9
133,Daejeon,2020-07-16,84.4
135,Chungcheongbuk-do,2020-07-16,76.8
136,Gyeongsangbuk-do,2020-07-16,71.4
137,Gyeongsangbuk-do,2020-07-16,81.5
138,Gyeongsangbuk-do,2020-07-16,80.5
140,Jeollabuk-do,2020-07-16,83
143,Daegu,2020-07-16,65.8
146,Jeollabuk-do,2020-07-16,78.4
152,Ulsan,2020-07-16,84.8
155,Gyeongsangnam-do,2020-07-16,79.9
156,Gwangju,2020-07-16,89.5
159,Busan,2020-07-16,76
162,Gyeongsangnam-do,2020-07-16,79.9
165,Jeollanam-do,2020-07-16,82.6
168,Jeollanam-do,2020-07-16,83.1
169,Jeollanam-do,2020-07-16,84
170,Jeollanam-do,2020-07-16,87.5
172,Jeollabuk-do,2020-07-16,85.5
174,Jeollanam-do,2020-07-16,86.3
177,Chungcheongnam-do,2020-07-16,82.9
184,Jeju-do,2020-07-16,81.3
185,Jeju-do,2020-07-16,87.8
188,Jeju-do,2020-07-16,80.8
189,Jeju-do,2020-07-16,77.9
192,Gyeongsangnam-do,2020-07-16,83.1
201,Incheon,2020-07-16,82.3
202,Gyeonggi-do,2020-07-16,79
203,Gyeonggi-do,2020-07-16,78.6
211,Gangwon-do,2020-07-16,80.8
212,Gangwon-do,2020-07-16,81.9
216,Gangwon-do,2020-07-16,76.5
217,Gangwon-do,2020-07-16,75.1
221,Chungcheongbuk-do,2020-07-16,81.4
226,Chungcheongbuk-do,2020-07-16,82.5
232,Chungcheongnam-do,2020-07-16,83.5
235,Chungcheongnam-do,2020-07-16,83.9
236,Chungcheongnam-do,2020-07-16,82.9
238,Chungcheongnam-do,2020-07-16,82.5
239,Sejong,2020-07-16,77.8
243,Chungcheongnam-do,2020-07-16,86.9
244,Jeollabuk-do,2020-07-16,81.6
245,Jeollabuk-do,2020-07-16,80.3
247,Jeollabuk-do,2020-07-16,79.1
248,Jeollabuk-do,2020-07-16,85.5
251,Jeollabuk-do,2020-07-16,81.5
252,Jeollanam-do,2020-07-16,84.1
253,Gyeongsangnam-do,2020-07-16,79.6
254,Jeollabuk-do,2020-07-16,79.5
255,Gyeongsangnam-do,2020-07-16,82.8
257,Gyeongsangnam-do,2020-07-16,74.1
258,Jeollanam-do,2020-07-16,84.8
259,Jeollanam-do,2020-07-16,82.8
260,Jeollanam-do,2020-07-16,85.8
261,Jeollanam-do,2020-07-16,86.5
262,Jeollanam-do,2020-07-16,87.5
263,Gyeongsangnam-do,2020-07-16,76.4
264,Gyeongsangnam-do,2020-07-16,78.5
266,Jeollanam-do,2020-07-16,78.8
268,Jeollanam-do,2020-07-16,88.9
271,Gyeongsangbuk-do,2020-07-16,79.3
272,Gyeongsangbuk-do,2020-07-16,82.5
273,Gyeongsangbuk-do,2020-07-16,82.5
276,Gyeongsangbuk-do,2020-07-16,82.9
277,Gyeongsangbuk-do,2020-07-16,84.9
278,Gyeongsangbuk-do,2020-07-16,76.6
279,Gyeongsangbuk-do,2020-07-16,84.5
281,Gyeongsangbuk-do,2020-07-16,80
283,Gyeongsangbuk-do,2020-07-16,82.4
284,Gyeongsangnam-do,2020-07-16,80.6
285,Gyeongsangnam-do,2020-07-16,82.8
288,Gyeongsangnam-do,2020-07-16,75.3
289,Gyeongsangnam-do,2020-07-16,78.9
294,Gyeongsangnam-do,2020-07-16,77.8
295,Gyeongsangnam-do,2020-07-16,84.8
90,Gangwon-do,2020-07-17,81.5
93,Gangwon-do,2020-07-17,84
95,Gangwon-do,2020-07-17,87.1
98,Gyeonggi-do,2020-07-17,82.5
99,Gyeonggi-do,2020-07-17,84.6
100,Gangwon-do,2020-07-17,83.6
101,Gangwon-do,2020-07-17,75.6
102,Incheon,2020-07-17,82
104,Gangwon-do,2020-07-17,81.3
105,Gangwon-do,2020-07-17,76.4
106,Gangwon-do,2020-07-17,86
108,Seoul,2020-07-17,72
112,Incheon,2020-07-17,74.9
114,Gangwon-do,2020-07-17,69.3
115,Gyeongsangbuk-do,2020-07-17,87.1
119,Gyeonggi-do,2020-07-17,83.8
121,Gangwon-do,2020-07-17,71.1
127,Chungcheongbuk-do,2020-07-17,75.9
129,Chungcheongnam-do,2020-07-17,75.1
130,Gyeongsangbuk-do,2020-07-17,86.1
131,Chungcheongbuk-do,2020-07-17,69.3
133,Daejeon,2020-07-17,81.1
135,Chungcheongbuk-do,2020-07-17,77.4
136,Gyeongsangbuk-do,2020-07-17,66.8
137,Gyeongsangbuk-do,2020-07-17,78.8
138,Gyeongsangbuk-do,2020-07-17,81.5
140,Jeollabuk-do,2020-07-17,80.5
143,Daegu,2020-07-17,65.9
146,Jeollabuk-do,2020-07-17,75.1
152,Ulsan,2020-07-17,85.5
155,Gyeongsangnam-do,2020-07-17,75.5
156,Gwangju,2020-07-17,84
159,Busan,2020-07-17,75
162,Gyeongsangnam-do,2020-07-17,72.5
165,Jeollanam-do,2020-07-17,84.8
168,Jeollanam-do,2020-07-17,81.8
169,Jeollanam-do,2020-07-17,86.9
170,Jeollanam-do,2020-07-17,83.6
172,Jeollabuk-do,2020-07-17,84
174,Jeollanam-do,2020-07-17,82.1
177,Chungcheongnam-do,2020-07-17,79.6
184,Jeju-do,2020-07-17,71.4
185,Jeju-do,2020-07-17,83
188,Jeju-do,2020-07-17,79.8
189,Jeju-do,2020-07-17,80.6
192,Gyeongsangnam-do,2020-07-17,81.9
201,Incheon,2020-07-17,81.9
202,Gyeonggi-do,2020-07-17,82.3
203,Gyeonggi-do,2020-07-17,86.1
211,Gangwon-do,2020-07-17,71.9
212,Gangwon-do,2020-07-17,81.3
216,Gangwon-do,2020-07-17,77.9
217,Gangwon-do,2020-07-17,70.6
221,Chungcheongbuk-do,2020-07-17,76.8
226,Chungcheongbuk-do,2020-07-17,82.8
232,Chungcheongnam-do,2020-07-17,79.6
235,Chungcheongnam-do,2020-07-17,79.6
236,Chungcheongnam-do,2020-07-17,82.4
238,Chungcheongnam-do,2020-07-17,80.6
239,Sejong,2020-07-17,75.8
243,Chungcheongnam-do,2020-07-17,84.1
244,Jeollabuk-do,2020-07-17,86.3
245,Jeollabuk-do,2020-07-17,77.9
247,Jeollabuk-do,2020-07-17,79.9
248,Jeollabuk-do,2020-07-17,90.5
251,Jeollabuk-do,2020-07-17,79.1
252,Jeollanam-do,2020-07-17,81.1
253,Gyeongsangnam-do,2020-07-17,77.4
254,Jeollabuk-do,2020-07-17,79.3
255,Gyeongsangnam-do,2020-07-17,78.9
257,Gyeongsangnam-do,2020-07-17,75.9
258,Jeollanam-do,2020-07-17,82.6
259,Jeollanam-do,2020-07-17,80.4
260,Jeollanam-do,2020-07-17,84
261,Jeollanam-do,2020-07-17,84.6
262,Jeollanam-do,2020-07-17,83.9
263,Gyeongsangnam-do,2020-07-17,74.6
264,Gyeongsangnam-do,2020-07-17,80.8
266,Jeollanam-do,2020-07-17,74.4
268,Jeollanam-do,2020-07-17,86.3
271,Gyeongsangbuk-do,2020-07-17,79.8
272,Gyeongsangbuk-do,2020-07-17,82.9
273,Gyeongsangbuk-do,2020-07-17,79.3
276,Gyeongsangbuk-do,2020-07-17,82
277,Gyeongsangbuk-do,2020-07-17,86.1
278,Gyeongsangbuk-do,2020-07-17,71.1
279,Gyeongsangbuk-do,2020-07-17,74.4
281,Gyeongsangbuk-do,2020-07-17,77.6
283,Gyeongsangbuk-do,2020-07-17,81.8
284,Gyeongsangnam-do,2020-07-17,81.9
285,Gyeongsangnam-do,2020-07-17,78.6
288,Gyeongsangnam-do,2020-07-17,70.5
289,Gyeongsangnam-do,2020-07-17,79.1
294,Gyeongsangnam-do,2020-07-17,76.1
295,Gyeongsangnam-do,2020-07-17,83.6
90,Gangwon-do,2020-07-18,81.3
93,Gangwon-do,2020-07-18,80.3
95,Gangwon-do,2020-07-18,93.1
98,Gyeonggi-do,2020-07-18,92.4
99,Gyeonggi-do,2020-07-18,86.6
100,Gangwon-do,2020-07-18,90.5
101,Gangwon-do,2020-07-18,72.4
102,Incheon,2020-07-18,87.1
104,Gangwon-do,2020-07-18,85.6
105,Gangwon-do,2020-07-18,80.3
106,Gangwon-do,2020-07-18,86.6
108,Seoul,2020-07-18,71.6
112,Incheon,2020-07-18,75.6
114,Gangwon-do,2020-07-18,66.3
115,Gyeongsangbuk-do,2020-07-18,86.3
119,Gyeonggi-do,2020-07-18,78
121,Gangwon-do,2020-07-18,69.6
127,Chungcheongbuk-do,2020-07-18,69.8
129,Chungcheongnam-do,2020-07-18,78.5
130,Gyeongsangbuk-do,2020-07-18,84
131,Chungcheongbuk-do,2020-07-18,63.9
133,Daejeon,2020-07-18,75.1
135,Chungcheongbuk-do,2020-07-18,77.8
136,Gyeongsangbuk-do,2020-07-18,72
137,Gyeongsangbuk-do,2020-07-18,82.5
138,Gyeongsangbuk-do,2020-07-18,81
140,Jeollabuk-do,2020-07-18,78
143,Daegu,2020-07-18,71
146,Jeollabuk-do,2020-07-18,73.3
152,Ulsan,2020-07-18,87
155,Gyeongsangnam-do,2020-07-18,78.3
156,Gwangju,2020-07-18,79.8
159,Busan,2020-07-18,78.6
162,Gyeongsangnam-do,2020-07-18,79.3
165,Jeollanam-do,2020-07-18,78.4
